"Name";"Edition";"Rarity";"Color";"Cost";"P/T";"Type";"Text";"Flavor"
"AEther Vial";"DS";"U";"Art";"1";"";"Artifact";"At the beginning of your upkeep, you may put a charge counter on AEther Vial.
%T: You may put a creature card with converted mana cost equal to the number of charge counters on AEther Vial from your hand onto the battlefield.";""
"Afflict";"OD";"C";"B";"2B";"";"Instant";"Target creature gets -1/-1 until end of turn.
Draw a card.";""
"Afiya Grove";"MI";"R";"G";"1G";"";"Enchantment";"Afiya Grove enters the battlefield with three +1/+1 counters on it.
At the beginning of your upkeep, move a +1/+1 counter from Afiya Grove onto target creature.
When Afiya Grove has no +1/+1 counters on it, sacrifice it.";""
"Afterlife";"MM";"U";"W";"2W";"";"Instant";"Destroy target creature. It can’t be regenerated. Its controller puts a 1/1 white Spirit creature token with flying onto the battlefield.";""
"Afterlife";"MI";"U";"W";"2W";"";"Instant";"Destroy target creature. It can’t be regenerated. Its controller puts a 1/1 white Spirit creature token with flying onto the battlefield.";""
"Aftershock";"TE";"C";"R";"2RR";"";"Sorcery";"Destroy target artifact, creature, or land. Aftershock deals 3 damage to you.";""
"Aggravated Assault";"ON";"R";"R";"2R";"";"Enchantment";"%3%R%R: Untap all creatures you control. After this main phase, there is an additional combat phase followed by an additional main phase. Activate this ability only any time you could cast a sorcery.";""
"Aggression";"IA";"U";"R";"2R";"";"Enchantment - Aura";"Enchant non-Wall creature
Enchanted creature has first strike and trample.
At the beginning of the end step of enchanted creature’s controller, destroy that creature if it didn’t attack this turn.";""
"Aggressive Urge";"IN";"C";"G";"1G";"";"Instant";"Target creature gets +1/+1 until end of turn.
Draw a card.";""
"Agility";"MI";"C";"R";"1R";"";"Enchantment - Aura";"Enchant creature
Enchanted creature gets +1/+1 and has flanking. #(Whenever a creature without flanking blocks this creature, the blocking creature gets -1/-1 until end of turn.)#";""
"Agonizing Demise";"IN";"C";"B";"3B";"";"Instant";"Kicker %1%R #(You may pay an additional %1%R as you cast this spell.)#
Destroy target nonblack creature. It can’t be regenerated. If Agonizing Demise was kicked, it deals damage equal to that creature’s power to the creature’s controller.";""
"Agonizing Memories";"6E";"U";"B";"2BB";"";"Sorcery";"Look at target player’s hand and choose two cards from it. Put them on top of that player’s library in any order.";""
"Agonizing Memories";"7E";"U";"B";"2BB";"";"Sorcery";"Look at target player’s hand and choose two cards from it. Put them on top of that player’s library in any order.";""
"Agonizing Memories";"WL";"U";"B";"2BB";"";"Sorcery";"Look at target player’s hand and choose two cards from it. Put them on top of that player’s library in any order.";""
"Air Bladder";"NE";"C";"U";"U";"";"Enchantment - Aura";"Enchant creature
Enchanted creature has flying.
Enchanted creature can block only creatures with flying.";""
"Airborne Aid";"ON";"C";"U";"3U";"";"Sorcery";"Draw a card for each Bird on the battlefield.";""
"Akroma's Blessing";"ON";"U";"W";"2W";"";"Instant";"Choose a color. Creatures you control gain protection from the chosen color until end of turn.
Cycling %W #(%W, Discard this card: Draw a card.)#";""
"Akroma's Vengeance";"ON";"R";"W";"4WW";"";"Sorcery";"Destroy all artifacts, creatures, and enchantments.
Cycling %3 #(%3, Discard this card: Draw a card.)#";""
"Al-abara's Carpet";"LG";"R";"Art";"5";"";"Artifact";"%5, %T: Prevent all damage that would be dealt to you this turn by attacking creatures without flying.";""
"Alabaster Potion";"LG";"C";"W";"XWW";"";"Instant";"Choose one — Target player gains X life; or prevent the next X damage that would be dealt to target creature or player this turn.";""
"Alabaster Potion";"4E";"C";"W";"XWW";"";"Instant";"Choose one — Target player gains X life; or prevent the next X damage that would be dealt to target creature or player this turn.";""
"Alabaster Potion";"5E";"C";"W";"XWW";"";"Instant";"Choose one — Target player gains X life; or prevent the next X damage that would be dealt to target creature or player this turn.";""
"Aladdin's Lamp";"R";"R";"Art";"10";"";"Artifact";"%X, %T: The next time you would draw a card this turn, instead look at the top X cards of your library, put all but one of them on the bottom of your library in a random order, then draw a card. X can’t be 0.";""
"Aladdin's Lamp";"AN";"U";"Art";"10";"";"Artifact";"%X, %T: The next time you would draw a card this turn, instead look at the top X cards of your library, put all but one of them on the bottom of your library in a random order, then draw a card. X can’t be 0.";""
"Aladdin's Lamp";"4E";"R";"Art";"10";"";"Artifact";"%X, %T: The next time you would draw a card this turn, instead look at the top X cards of your library, put all but one of them on the bottom of your library in a random order, then draw a card. X can’t be 0.";""
"Aladdin's Ring";"5E";"R";"Art";"8";"";"Artifact";"%8, %T: Aladdin’s Ring deals 4 damage to target creature or player.";""
"Aladdin's Ring";"6E";"R";"Art";"8";"";"Artifact";"%8, %T: Aladdin’s Ring deals 4 damage to target creature or player.";""
"Aladdin's Ring";"R";"R";"Art";"8";"";"Artifact";"%8, %T: Aladdin’s Ring deals 4 damage to target creature or player.";""
"Aladdin's Ring";"4E";"R";"Art";"8";"";"Artifact";"%8, %T: Aladdin’s Ring deals 4 damage to target creature or player.";""
"Aladdin's Ring";"7E";"R";"Art";"8";"";"Artifact";"%8, %T: Aladdin’s Ring deals 4 damage to target creature or player.";""
"Aladdin's Ring";"AN";"U";"Art";"8";"";"Artifact";"%8, %T: Aladdin’s Ring deals 4 damage to target creature or player.";""
"Aladdin's Ring";"8E";"R";"Art";"8";"";"Artifact";"%8, %T: Aladdin’s Ring deals 4 damage to target creature or player.";""
"Alarum";"MI";"C";"W";"1W";"";"Instant";"Untap target nonattacking creature. It gets +1/+3 until end of turn.";""
"Alchor's Tomb";"LG";"R";"Art";"4";"";"Artifact";"%2, %T: Target permanent you control becomes the color of your choice. #(This effect lasts indefinitely.)#";""
"Aleatory";"MI";"U";"R";"1R";"";"Instant";"Cast Aleatory only during combat after blockers are declared.
Flip a coin. If you win the flip, target creature gets +1/+1 until end of turn.
Draw a card at the beginning of the next turn’s upkeep.";""
"Alexi's Cloak";"PY";"C";"U";"1U";"";"Enchantment - Aura";"Flash
Enchant creature
Enchanted creature has shroud. #(It can’t be the target of spells or abilities.)#";""
"Aliban's Tower (1)";"HL";"C";"R";"1R";"";"Instant";"Target blocking creature gets +3/+1 until end of turn.";""
"Aliban's Tower (2)";"HL";"C";"R";"1R";"";"Instant";"Target blocking creature gets +3/+1 until end of turn.";""
"All Hallow's Eve";"LG";"R";"B";"2BB";"";"Sorcery";"Exile All Hallow’s Eve with two scream counters on it.
At the beginning of your upkeep, if All Hallow’s Eve is exiled with a scream counter on it, remove a scream counter from it. If there are no more scream counters on it, put it into your graveyard and each player returns all creature cards from his or her graveyard to the battlefield.";""
"Allay";"EX";"C";"W";"1W";"";"Instant";"Buyback %3 #(You may pay an additional %3 as you cast this spell. If you do, put this card into your hand as it resolves.)#
Destroy target enchantment.";""
"Allied Strategies";"PS";"U";"U";"4U";"";"Sorcery";"#Domain# — Target player draws a card for each basic land type among lands he or she controls.";""
"Alluring Scent";"PT";"R";"G";"1GG";"";"Sorcery";"All creatures able to block target creature this turn do so.";""
"Alluring Scent";"P2";"R";"G";"1GG";"";"Sorcery";"All creatures able to block target creature this turn do so.";""
"Alluring Scent";"ST";"R";"G";"1GG";"";"Sorcery";"All creatures able to block target creature this turn do so.";""
"Alms";"WL";"C";"W";"W";"";"Enchantment";"%1, Exile the top card of your graveyard: Prevent the next 1 damage that would be dealt to target creature this turn.";""
"Alpha Status";"SC";"U";"G";"2G";"";"Enchantment - Aura";"Enchant creature
Enchanted creature gets +2/+2 for each other creature on the battlefield that shares a creature type with it.";""
"Altar of Bone";"IA";"R";"Gld";"GW";"";"Sorcery";"As an additional cost to cast Altar of Bone, sacrifice a creature.
Search your library for a creature card, reveal that card, and put it into your hand. Then shuffle your library.";""
"Altar of Dementia";"TE";"R";"Art";"2";"";"Artifact";"Sacrifice a creature: Target player puts a number of cards equal to the sacrificed creature’s power from the top of his or her library into his or her graveyard.";""
"Altar of Shadows";"MR";"R";"Art";"7";"";"Artifact";"At the beginning of your precombat main phase, add %B to your mana pool for each charge counter on Altar of Shadows.
%7, %T: Destroy target creature. Then put a charge counter on Altar of Shadows.";""
"Altar's Light";"MR";"U";"W";"2WW";"";"Instant";"Exile target artifact or enchantment.";""
"Alter Reality";"TO";"R";"U";"1U";"";"Instant";"Change the text of target spell or permanent by replacing all instances of one color word with another. #(This effect lasts indefinitely.)#
Flashback %1%U #(You may cast this card from your graveyard for its flashback cost. Then exile it.)#";""
"Aluren";"TE";"R";"G";"2GG";"";"Enchantment";"Any player may play creature cards with converted mana cost 3 or less without paying their mana cost and as though they had flash.";""
"Amber Prison";"6E";"R";"Art";"4";"";"Artifact";"You may choose not to untap Amber Prison during your untap step.
%4, %T: Tap target artifact, creature, or land. That permanent doesn’t untap during its controller’s untap step for as long as Amber Prison remains tapped.";""
"Amber Prison";"MI";"R";"Art";"4";"";"Artifact";"You may choose not to untap Amber Prison during your untap step.
%4, %T: Tap target artifact, creature, or land. That permanent doesn’t untap during its controller’s untap step for as long as Amber Prison remains tapped.";""
"Ambition's Cost";"8E";"U";"B";"3B";"";"Sorcery";"You draw three cards and you lose 3 life.";""
"Ambition's Cost";"P3";"R";"B";"3B";"";"Sorcery";"You draw three cards and you lose 3 life.";""
"Ambush";"HL";"C";"R";"3R";"";"Instant";"Blocking creatures gain first strike until end of turn.";""
"Amnesia";"DK";"U";"U";"3UUU";"";"Sorcery";"Target player reveals his or her hand and discards all nonland cards.";""
"Amok";"SH";"R";"R";"1R";"";"Enchantment";"%1, Discard a card at random: Put a +1/+1 counter on target creature.";""
"Amulet of Kroog";"4E";"C";"Art";"2";"";"Artifact";"%2, %T: Prevent the next 1 damage that would be dealt to target creature or player this turn.";""
"Amulet of Kroog";"AQ";"C";"Art";"2";"";"Artifact";"%2, %T: Prevent the next 1 damage that would be dealt to target creature or player this turn.";""
"Amulet of Kroog";"5E";"C";"Art";"2";"";"Artifact";"%2, %T: Prevent the next 1 damage that would be dealt to target creature or player this turn.";""
"Amulet of Quoz";"IA";"R";"Art";"6";"";"Artifact";"Remove Amulet of Quoz from your deck before playing if you’re not playing for ante.
%T, Sacrifice Amulet of Quoz: Target opponent may add the top card of his or her library to the ante. If he or she doesn’t, you flip a coin. If you win the flip, that player loses the game. If you lose the flip, you lose the game. Activate this ability only during your upkeep.";""
"Amulet of Unmaking";"MI";"R";"Art";"5";"";"Artifact";"%5, %T, Exile Amulet of Unmaking: Exile target artifact, creature, or land. Activate this ability only any time you could cast a sorcery.";""
"Ana Sanctuary";"AP";"U";"G";"2G";"";"Enchantment";"At the beginning of your upkeep, if you control a blue or black permanent, target creature gets +1/+1 until end of turn. If you control a blue permanent and a black permanent, that creature gets +5/+5 until end of turn instead.";""
"Ashen Powder";"6E";"R";"B";"2BB";"";"Sorcery";"Put target creature card from an opponent’s graveyard onto the battlefield under your control.";""
"Ashen Powder";"MI";"R";"B";"2BB";"";"Sorcery";"Put target creature card from an opponent’s graveyard onto the battlefield under your control.";""
"Foul Presence";"AP";"U";"B";"2B";"";"Enchantment - Aura";"Enchant creature
Enchanted creature gets -1/-1 and has “%T: Target creature gets -1/-1 until end of turn.”";""
"Dwell on the Past";"TO";"U";"G";"G";"";"Sorcery";"Target player shuffles up to four target cards from his or her graveyard into his or her library.";""
"Dying Wail";"UD";"C";"B";"1B";"";"Enchantment - Aura";"Enchant creature
When enchanted creature dies, target player discards two cards.";""
"Dystopia";"AL";"R";"B";"1BB";"";"Enchantment";"Cumulative upkeep—Pay 1 life. #(At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)#
At the beginning of each player’s upkeep, that player sacrifices a green or white permanent.";""
"Early Harvest";"7E";"R";"G";"1GG";"";"Instant";"Target player untaps all basic lands he or she controls.";""
