Name	Edition	Rarity	Cost	P/T	Type	Text	Flavor
Aladdin's Lamp	4	R	10		Artifact	%X, %T: The next time you would draw a card this turn, instead look at the top X cards of your library, put all but one of them on the bottom of your library in a random order, then draw a card. X canﾒt be 0.	
Aladdin's Ring	5	R	8		Artifact	%8, %T: Aladdinﾒs Ring deals 4 damage to target creature or player.	
Aladdin's Ring	6	R	8		Artifact	%8, %T: Aladdinﾒs Ring deals 4 damage to target creature or player.	
Aladdin's Ring	R	R	8		Artifact	%8, %T: Aladdinﾒs Ring deals 4 damage to target creature or player.	
Aladdin's Ring	4	R	8		Artifact	%8, %T: Aladdinﾒs Ring deals 4 damage to target creature or player.	
Aladdin's Ring	7	R	8		Artifact	%8, %T: Aladdinﾒs Ring deals 4 damage to target creature or player.	
Aladdin's Ring	AN	U	8		Artifact	%8, %T: Aladdinﾒs Ring deals 4 damage to target creature or player.	
Aladdin's Ring	8	R	8		Artifact	%8, %T: Aladdinﾒs Ring deals 4 damage to target creature or player.	
Alarum	MI	C	1W		Instant	Untap target nonattacking creature. It gets +1/+3 until end of turn.	
Alchor's Tomb	LG	R	4		Artifact	%2, %T: Target permanent you control becomes the color of your choice. #(This effect lasts indefinitely.)#	
Aleatory	MI	U	1R		Instant	"Cast Aleatory only during combat after blockers are declared.
Flip a coin. If you win the flip, target creature gets +1/+1 until end of turn.
Draw a card at the beginning of the next turnﾒs upkeep."	
Alexi's Cloak	PY	C	1U		Enchantment - Aura	"Flash
Enchant creature
Enchanted creature has shroud. #(It canﾒt be the target of spells or abilities.)#"	
Aliban's Tower (1)	HL	C	1R		Instant	Target blocking creature gets +3/+1 until end of turn.	
Aliban's Tower (2)	HL	C	1R		Instant	Target blocking creature gets +3/+1 until end of turn.	
All Hallow's Eve	LG	R	2BB		Sorcery	"Exile All Hallowﾒs Eve with two scream counters on it.
At the beginning of your upkeep, if All Hallowﾒs Eve is exiled with a scream counter on it, remove a scream counter from it. If there are no more scream counters on it, put it into your graveyard and each player returns all creature cards from his or her graveyard to the battlefield."	
Allay	EX	C	1W		Instant	"Buyback %3 #(You may pay an additional %3 as you cast this spell. If you do, put this card into your hand as it resolves.)#
Destroy target enchantment."	
Allied Strategies	PS	U	4U		Sorcery	#Domain# ﾗ Target player draws a card for each basic land type among lands he or she controls.	
Alluring Scent	PT	R	1GG		Sorcery	All creatures able to block target creature this turn do so.	
Alluring Scent	P2	R	1GG		Sorcery	All creatures able to block target creature this turn do so.	
Alluring Scent	ST	R	1GG		Sorcery	All creatures able to block target creature this turn do so.	
Alms	WL	C	W		Enchantment	%1, Exile the top card of your graveyard: Prevent the next 1 damage that would be dealt to target creature this turn.	
Alpha Status	SC	U	2G		Enchantment - Aura	"Enchant creature
Enchanted creature gets +2/+2 for each other creature on the battlefield that shares a creature type with it."	
Altar of Bone	IA	R	GW		Sorcery	"As an additional cost to cast Altar of Bone, sacrifice a creature.
Search your library for a creature card, reveal that card, and put it into your hand. Then shuffle your library."	
Altar of Dementia	TE	R	2		Artifact	Sacrifice a creature: Target player puts a number of cards equal to the sacrificed creatureﾒs power from the top of his or her library into his or her graveyard.	
Altar of Shadows	MR	R	7		Artifact	"At the beginning of your precombat main phase, add %B to your mana pool for each charge counter on Altar of Shadows.
%7, %T: Destroy target creature. Then put a charge counter on Altar of Shadows."	
Altar's Light	MR	U	2WW		Instant	Exile target artifact or enchantment.	
Alter Reality	TO	R	1U		Instant	"Change the text of target spell or permanent by replacing all instances of one color word with another. #(This effect lasts indefinitely.)#
Flashback %1%U #(You may cast this card from your graveyard for its flashback cost. Then exile it.)#"	
Aluren	TE	R	2GG		Enchantment	Any player may play creature cards with converted mana cost 3 or less without paying their mana cost and as though they had flash.	
Amber Prison	6	R	4		Artifact	"You may choose not to untap Amber Prison during your untap step.
%4, %T: Tap target artifact, creature, or land. That permanent doesnﾒt untap during its controllerﾒs untap step for as long as Amber Prison remains tapped."	
Amber Prison	MI	R	4		Artifact	"You may choose not to untap Amber Prison during your untap step.
%4, %T: Tap target artifact, creature, or land. That permanent doesnﾒt untap during its controllerﾒs untap step for as long as Amber Prison remains tapped."	
Ambition's Cost	8	U	3B		Sorcery	You draw three cards and you lose 3 life.	
Ambition's Cost	P3	R	3B		Sorcery	You draw three cards and you lose 3 life.	
Ambush	HL	C	3R		Instant	Blocking creatures gain first strike until end of turn.	
Amnesia	DK	U	3UUU		Sorcery	Target player reveals his or her hand and discards all nonland cards.	
Amok	SH	R	1R		Enchantment	%1, Discard a card at random: Put a +1/+1 counter on target creature.	
Amulet of Kroog	4	C	2		Artifact	%2, %T: Prevent the next 1 damage that would be dealt to target creature or player this turn.	
Amulet of Kroog	AQ	C	2		Artifact	%2, %T: Prevent the next 1 damage that would be dealt to target creature or player this turn.	
Amulet of Kroog	5	C	2		Artifact	%2, %T: Prevent the next 1 damage that would be dealt to target creature or player this turn.	
Amulet of Quoz	IA	R	6		Artifact	"Remove Amulet of Quoz from your deck before playing if youﾒre not playing for ante.
%T, Sacrifice Amulet of Quoz: Target opponent may add the top card of his or her library to the ante. If he or she doesnﾒt, you flip a coin. If you win the flip, that player loses the game. If you lose the flip, you lose the game. Activate this ability only during your upkeep."	
Amulet of Unmaking	MI	R	5		Artifact	%5, %T, Exile Amulet of Unmaking: Exile target artifact, creature, or land. Activate this ability only any time you could cast a sorcery.	
Ana Sanctuary	AP	U	2G		Enchantment	At the beginning of your upkeep, if you control a blue or black permanent, target creature gets +1/+1 until end of turn. If you control a blue permanent and a black permanent, that creature gets +5/+5 until end of turn instead.	
Ashen Powder	6	R	2BB		Sorcery	Put target creature card from an opponentﾒs graveyard onto the battlefield under your control.	
Ashen Powder	MI	R	2BB		Sorcery	Put target creature card from an opponentﾒs graveyard onto the battlefield under your control.	
Foul Presence	AP	U	2B		Enchantment - Aura	"Enchant creature
Enchanted creature gets -1/-1 and has ﾓ%T: Target creature gets -1/-1 until end of turn.ﾔ"	
Dwell on the Past	TO	U	G		Sorcery	Target player shuffles up to four target cards from his or her graveyard into his or her library.	
Dying Wail	UD	C	1B		Enchantment - Aura	"Enchant creature
When enchanted creature dies, target player discards two cards."	
Dystopia	AL	R	1BB		Enchantment	"Cumulative upkeepﾗPay 1 life. #(At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)#
At the beginning of each playerﾒs upkeep, that player sacrifices a green or white permanent."	
Early Harvest	7	R	1GG		Instant	Target player untaps all basic lands he or she controls.	
Early Harvest	6	R	1GG		Instant	Target player untaps all basic lands he or she controls.	
Early Harvest	MI	R	1GG		Instant	Target player untaps all basic lands he or she controls.	
Earnest Fellowship	OD	R	1W		Enchantment	Each creature has protection from its colors.	
Clear	US	U	1W		Instant	"Destroy target enchantment.
Cycling %2 #(%2, Discard this card: Draw a card.)#"	
Clear the Land	MM	R	2G		Sorcery	Each player reveals the top five cards of his or her library, puts all land cards revealed this way onto the battlefield tapped, and exiles the rest.	
Cloak of Confusion	5	C	1B		Enchantment - Aura	"Enchant creature you control
Whenever enchanted creature attacks and isnﾒt blocked, you may have it assign no combat damage this turn. If you do, defending player discards a card at random."	
Cloak of Confusion	IA	C	1B		Enchantment - Aura	"Enchant creature you control
Whenever enchanted creature attacks and isnﾒt blocked, you may have it assign no combat damage this turn. If you do, defending player discards a card at random."	
Cloak of Feathers	PT	C	U		Sorcery	"Target creature gains flying until end of turn.
Draw a card."	
Cloak of Invisibility	MI	C	U		Enchantment - Aura	"Enchant creature
Enchanted creature has phasing and canﾒt be blocked except by Walls. #(It phases in or out before its controller untaps during each of his or her untap steps. While itﾒs phased out, itﾒs treated as though it doesnﾒt exist.)#"	
Cloak of Mists	US	C	1U		Enchantment - Aura	"Enchant creature
Enchanted creature is unblockable."	
Ebon Stronghold	5	U			Land	"Ebon Stronghold enters the battlefield tapped.
%T: Add %B to your mana pool.
%T, Sacrifice Ebon Stronghold: Add %B%B to your mana pool."	
Ebony Charm	MI	C	B		Instant	Choose one ﾗ Target opponent loses 1 life and you gain 1 life; or exile up to three target cards from a single graveyard; or target creature gains fear until end of turn. #(It canﾒt be blocked except by artifact creatures and/or black creatures.)#	
Ebony Horse	AN	U	3		Artifact	%2, %T: Untap target attacking creature you control. Prevent all combat damage that would be dealt to and dealt by that creature this turn.	
Ebony Horse	4	R	3		Artifact	%2, %T: Untap target attacking creature you control. Prevent all combat damage that would be dealt to and dealt by that creature this turn.	
Ebony Horse	R	R	3		Artifact	%2, %T: Untap target attacking creature you control. Prevent all combat damage that would be dealt to and dealt by that creature this turn.	
Kormus Bell	B	R	4		Artifact	All Swamps are 1/1 black creatures that are still lands.	
Kormus Bell	U	R	4		Artifact	All Swamps are 1/1 black creatures that are still lands.	
Kormus Bell	A	R	4		Artifact	All Swamps are 1/1 black creatures that are still lands.	
Koskun Falls	HL	U	2BB		World Enchantment	"At the beginning of your upkeep, sacrifice Koskun Falls unless you tap an untapped creature you control.
Creatures canﾒt attack you unless their controller pays %2 for each creature he or she controls thatﾒs attacking you."	
Koskun Keep	HL	U			Land	"%T: Add %1 to your mana pool.
%1, %T: Add %R to your mana pool.
%2, %T: Add %B or %G to your mana pool."	
Kraken's Eye	DS	U	2		Artifact	Whenever a player casts a blue spell, you may gain 1 life.	
Crystal Rod	4	U	1		Artifact	Whenever a player casts a blue spell, you may pay %1. If you do, you gain 1 life.	
Crystal Rod	A	U	1		Artifact	Whenever a player casts a blue spell, you may pay %1. If you do, you gain 1 life.	
Baton of Morale	IA	U	2		Artifact	%2: Target creature gains banding until end of turn. #(Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding a player controls are blocking or being blocked by a creature, that player divides that creatureﾒs combat damage, not its controller, among any of the creatures itﾒs being blocked by or is blocking.)#	
Battle Cry	IA	U	2W		Instant	"Untap all white creatures you control.
Whenever a creature blocks this turn, it gets +0/+1 until end of turn."	
Battle Frenzy	IA	C	2R		Instant	"Green creatures you control get +1/+1 until end of turn.
Nongreen creatures you control get +1/+0 until end of turn."	
Battle of Wits	OD	R	3UU		Enchantment	At the beginning of your upkeep, if you have 200 or more cards in your library, you win the game.	
Battle Screech	JU	U	2WW		Sorcery	"Put two 1/1 white Bird creature tokens with flying onto the battlefield.
FlashbackﾗTap three untapped white creatures you control. #(You may cast this card from your graveyard for its flashback cost. Then exile it.)#"	
Battle Strain	OD	U	1R		Enchantment	Whenever a creature blocks, Battle Strain deals 1 damage to that creatureﾒs controller.	
Urza's Filter	IN	R	4		Artifact	Multicolored spells cost up to %2 less to cast.	
Urza's Guilt	PS	R	2UB		Sorcery	Each player draws two cards, then discards three cards, then loses 4 life.	
Transmutation	LG	C	1B		Instant	Switch target creatureﾒs power and toughness until end of turn.	
Transmutation	CH	C	1B		Instant	Switch target creatureﾒs power and toughness until end of turn.	
